Timestamp,Total Power (kW),Grid Frequency (Hz),Status,Daily Yield (kWh)
2026-01-21 15:25:00,1854.1,60.0,Ok,18931.4
2026-01-21 15:30:00,1659.1,60.02,Ok,19069.7
2026-01-21 15:35:00,1578.3,59.98,Ok,19201.2
2026-01-21 15:40:00,1447.0,60.01,Ok,19321.8
2026-01-21 15:45:00,1407.2,60.03,Ok,19439.1
2026-01-21 15:50:00,1289.1,60.03,Ok,19546.5
2026-01-21 15:55:00,1390.1,60.0,Ok,19662.3
2026-01-21 16:00:00,1277.8,60.01,Ok,19768.8
2026-01-21 16:05:00,1250.6,60.02,Ok,19873.0
2026-01-21 16:10:00,1200.7,60.0,Ok,19973.1
2026-01-21 16:15:00,1115.6,60.0,Ok,20066.1
2026-01-21 16:20:00,1096.9,59.97,Ok,20157.5
2026-01-21 16:25:00,956.7,60.01,Ok,20237.2
2026-01-21 16:30:00,981.4,60.0,Ok,20319.0
2026-01-21 16:35:00,922.9,60.01,Ok,20395.9
2026-01-21 16:40:00,849.2,59.99,Ok,20466.7
2026-01-21 16:45:00,833.2,59.99,Ok,20536.1
2026-01-21 16:50:00,795.1,59.97,Ok,20602.4
2026-01-21 16:55:00,772.9,60.01,Ok,20666.8
2026-01-21 17:00:00,701.5,60.01,Ok,20725.2
2026-01-21 17:05:00,706.2,60.02,Ok,20784.1
2026-01-21 17:10:00,556.5,59.98,Ok,20830.4
2026-01-21 17:15:00,557.7,60.0,Ok,20876.9
2026-01-21 17:20:00,554.0,59.99,Ok,20923.1
2026-01-21 17:25:00,510.8,59.99,Ok,20965.6
2026-01-21 17:30:00,459.2,59.98,Ok,21003.9
2026-01-21 17:35:00,422.4,59.98,Ok,21039.1
2026-01-21 17:40:00,393.4,60.02,Ok,21071.9
2026-01-21 17:45:00,367.6,60.04,Ok,21102.5
2026-01-21 17:50:00,0.0,60.01,Off,21102.5
2026-01-21 17:55:00,0.0,60.0,Off,21102.5
2026-01-21 18:00:00,0.0,59.99,Off,21102.5
2026-01-21 18:05:00,0.0,60.01,Off,21102.5
2026-01-21 18:10:00,0.0,59.99,Off,21102.5
2026-01-21 18:15:00,0.0,60.0,Off,21102.5
2026-01-21 18:20:00,0.0,60.04,Off,21102.5
2026-01-21 18:25:00,0.0,60.0,Off,21102.5
2026-01-21 18:30:00,0.0,60.02,Off,21102.5
2026-01-21 18:35:00,0.0,59.99,Off,21102.5
2026-01-21 18:40:00,0.0,60.0,Off,21102.5
2026-01-21 18:45:00,0.0,60.03,Off,21102.5
2026-01-21 18:50:00,0.0,59.99,Off,21102.5
2026-01-21 18:55:00,0.0,60.03,Off,21102.5
2026-01-21 19:00:00,0.0,60.01,Off,21102.5
2026-01-21 19:05:00,0.0,59.99,Off,21102.5
2026-01-21 19:10:00,0.0,60.01,Off,21102.5
2026-01-21 19:15:00,0.0,60.01,Off,21102.5
2026-01-21 19:20:00,0.0,60.01,Off,21102.5
2026-01-21 19:25:00,0.0,59.98,Off,21102.5
2026-01-21 19:30:00,0.0,59.99,Off,21102.5
2026-01-21 19:35:00,0.0,60.0,Off,21102.5
2026-01-21 19:40:00,0.0,60.0,Off,21102.5
2026-01-21 19:45:00,0.0,60.01,Off,21102.5
2026-01-21 19:50:00,0.0,60.0,Off,21102.5
2026-01-21 19:55:00,0.0,59.98,Off,21102.5
2026-01-21 20:00:00,0.0,60.01,Off,21102.5
2026-01-21 20:05:00,0.0,60.01,Off,21102.5
2026-01-21 20:10:00,0.0,60.01,Off,21102.5
2026-01-21 20:15:00,0.0,60.02,Off,21102.5
2026-01-21 20:20:00,0.0,60.01,Off,21102.5
2026-01-21 20:25:00,0.0,60.01,Off,21102.5
2026-01-21 20:30:00,0.0,60.0,Off,21102.5
2026-01-21 20:35:00,0.0,59.98,Off,21102.5
2026-01-21 20:40:00,0.0,60.01,Off,21102.5
2026-01-21 20:45:00,0.0,60.0,Off,21102.5
2026-01-21 20:50:00,0.0,60.0,Off,21102.5
2026-01-21 20:55:00,0.0,59.98,Off,21102.5
2026-01-21 21:00:00,0.0,59.98,Off,21102.5
2026-01-21 21:05:00,0.0,60.02,Off,21102.5
2026-01-21 21:10:00,0.0,60.0,Off,21102.5
2026-01-21 21:15:00,0.0,60.01,Off,21102.5
2026-01-21 21:20:00,0.0,60.0,Off,21102.5
2026-01-21 21:25:00,0.0,60.0,Off,21102.5
2026-01-21 21:30:00,0.0,60.01,Off,21102.5
2026-01-21 21:35:00,0.0,59.99,Off,21102.5
2026-01-21 21:40:00,0.0,60.0,Off,21102.5
2026-01-21 21:45:00,0.0,59.99,Off,21102.5
2026-01-21 21:50:00,0.0,59.99,Off,21102.5
2026-01-21 21:55:00,0.0,60.0,Off,21102.5
2026-01-21 22:00:00,0.0,60.0,Off,21102.5
2026-01-21 22:05:00,0.0,59.99,Off,21102.5
2026-01-21 22:10:00,0.0,60.02,Off,21102.5
2026-01-21 22:15:00,0.0,59.99,Off,21102.5
2026-01-21 22:20:00,0.0,60.0,Off,21102.5
2026-01-21 22:25:00,0.0,59.99,Off,21102.5
2026-01-21 22:30:00,0.0,60.02,Off,21102.5
2026-01-21 22:35:00,0.0,60.0,Off,21102.5
2026-01-21 22:40:00,0.0,60.02,Off,21102.5
2026-01-21 22:45:00,0.0,59.98,Off,21102.5
2026-01-21 22:50:00,0.0,60.0,Off,21102.5
2026-01-21 22:55:00,0.0,60.01,Off,21102.5
2026-01-21 23:00:00,0.0,60.0,Off,21102.5
2026-01-21 23:05:00,0.0,60.02,Off,21102.5
2026-01-21 23:10:00,0.0,59.99,Off,21102.5
2026-01-21 23:15:00,0.0,60.02,Off,21102.5
2026-01-21 23:20:00,0.0,60.03,Off,21102.5
2026-01-21 23:25:00,0.0,59.99,Off,21102.5
2026-01-21 23:30:00,0.0,59.99,Off,21102.5
2026-01-21 23:35:00,0.0,60.02,Off,21102.5
2026-01-21 23:40:00,0.0,60.02,Off,21102.5
2026-01-21 23:45:00,0.0,59.99,Off,21102.5
2026-01-21 23:50:00,0.0,59.99,Off,21102.5
2026-01-21 23:55:00,0.0,60.0,Off,21102.5
2026-01-22 00:00:00,0.0,59.98,Off,0.0
2026-01-22 00:05:00,0.0,59.99,Off,0.0
2026-01-22 00:10:00,0.0,59.98,Off,0.0
2026-01-22 00:15:00,0.0,59.99,Off,0.0
2026-01-22 00:20:00,0.0,60.0,Off,0.0
2026-01-22 00:25:00,0.0,60.0,Off,0.0
2026-01-22 00:30:00,0.0,60.02,Off,0.0
2026-01-22 00:35:00,0.0,59.99,Off,0.0
2026-01-22 00:40:00,0.0,60.01,Off,0.0
2026-01-22 00:45:00,0.0,60.0,Off,0.0
2026-01-22 00:50:00,0.0,60.0,Off,0.0
2026-01-22 00:55:00,0.0,60.01,Off,0.0
2026-01-22 01:00:00,0.0,59.98,Off,0.0
2026-01-22 01:05:00,0.0,60.01,Off,0.0
2026-01-22 01:10:00,0.0,60.0,Off,0.0
2026-01-22 01:15:00,0.0,60.01,Off,0.0
2026-01-22 01:20:00,0.0,60.0,Off,0.0
2026-01-22 01:25:00,0.0,60.04,Off,0.0
2026-01-22 01:30:00,0.0,59.99,Off,0.0
2026-01-22 01:35:00,0.0,59.99,Off,0.0
2026-01-22 01:40:00,0.0,59.99,Off,0.0
2026-01-22 01:45:00,0.0,59.99,Off,0.0
2026-01-22 01:50:00,0.0,59.99,Off,0.0
2026-01-22 01:55:00,0.0,60.02,Off,0.0
2026-01-22 02:00:00,0.0,60.02,Off,0.0
2026-01-22 02:05:00,0.0,59.99,Off,0.0
2026-01-22 02:10:00,0.0,59.99,Off,0.0
2026-01-22 02:15:00,0.0,60.01,Off,0.0
2026-01-22 02:20:00,0.0,59.99,Off,0.0
2026-01-22 02:25:00,0.0,60.01,Off,0.0
2026-01-22 02:30:00,0.0,60.0,Off,0.0
2026-01-22 02:35:00,0.0,59.98,Off,0.0
2026-01-22 02:40:00,0.0,60.02,Off,0.0
2026-01-22 02:45:00,0.0,60.03,Off,0.0
2026-01-22 02:50:00,0.0,59.99,Off,0.0
2026-01-22 02:55:00,0.0,59.99,Off,0.0
2026-01-22 03:00:00,0.0,60.0,Off,0.0
2026-01-22 03:05:00,0.0,60.01,Off,0.0
2026-01-22 03:10:00,0.0,60.01,Off,0.0
2026-01-22 03:15:00,0.0,60.03,Off,0.0
2026-01-22 03:20:00,0.0,60.0,Off,0.0
2026-01-22 03:25:00,0.0,59.99,Off,0.0
2026-01-22 03:30:00,0.0,59.98,Off,0.0
2026-01-22 03:35:00,0.0,59.99,Off,0.0
2026-01-22 03:40:00,0.0,60.0,Off,0.0
2026-01-22 03:45:00,0.0,60.03,Off,0.0
2026-01-22 03:50:00,0.0,59.99,Off,0.0
2026-01-22 03:55:00,0.0,60.0,Off,0.0
2026-01-22 04:00:00,0.0,60.0,Off,0.0
2026-01-22 04:05:00,0.0,60.02,Off,0.0
2026-01-22 04:10:00,0.0,60.04,Off,0.0
2026-01-22 04:15:00,0.0,59.99,Off,0.0
2026-01-22 04:20:00,0.0,59.99,Off,0.0
2026-01-22 04:25:00,0.0,60.02,Off,0.0
2026-01-22 04:30:00,0.0,60.01,Off,0.0
2026-01-22 04:35:00,0.0,60.03,Off,0.0
2026-01-22 04:40:00,0.0,60.01,Off,0.0
2026-01-22 04:45:00,0.0,59.99,Off,0.0
2026-01-22 04:50:00,0.0,60.01,Off,0.0
2026-01-22 04:55:00,0.0,60.02,Off,0.0
2026-01-22 05:00:00,0.0,60.01,Off,0.0
2026-01-22 05:05:00,0.0,60.01,Off,0.0
2026-01-22 05:10:00,0.0,60.02,Off,0.0
2026-01-22 05:15:00,0.0,60.02,Off,0.0
2026-01-22 05:20:00,0.0,60.02,Off,0.0
2026-01-22 05:25:00,0.0,60.01,Off,0.0
2026-01-22 05:30:00,0.0,60.0,Off,0.0
2026-01-22 05:35:00,0.0,60.0,Off,0.0
2026-01-22 05:40:00,0.0,60.02,Off,0.0
2026-01-22 05:45:00,0.0,59.99,Off,0.0
2026-01-22 05:50:00,0.0,60.01,Off,0.0
2026-01-22 05:55:00,0.0,59.99,Off,0.0
2026-01-22 06:00:00,0.0,60.0,Off,0.0
2026-01-22 06:05:00,0.0,60.02,Off,0.0
2026-01-22 06:10:00,0.0,60.0,Off,0.0
2026-01-22 06:15:00,0.0,60.0,Off,0.0
2026-01-22 06:20:00,0.0,59.98,Off,0.0
2026-01-22 06:25:00,0.0,60.01,Off,0.0
2026-01-22 06:30:00,0.0,60.01,Off,0.0
2026-01-22 06:35:00,0.0,60.03,Off,0.0
2026-01-22 06:40:00,0.0,60.0,Off,0.0
2026-01-22 06:45:00,0.0,60.0,Off,0.0
2026-01-22 06:50:00,0.0,60.0,Off,0.0
2026-01-22 06:55:00,0.0,60.02,Off,0.0
2026-01-22 07:00:00,0.0,60.0,Off,0.0
2026-01-22 07:05:00,0.0,60.0,Off,0.0
2026-01-22 07:10:00,0.0,60.01,Off,0.0
2026-01-22 07:15:00,389.5,59.99,Ok,32.5
2026-01-22 07:20:00,417.6,60.02,Ok,67.3
2026-01-22 07:25:00,420.1,60.0,Ok,102.3
2026-01-22 07:30:00,457.1,60.02,Ok,140.4
2026-01-22 07:35:00,467.5,59.99,Ok,179.3
2026-01-22 07:40:00,550.2,60.02,Ok,225.2
2026-01-22 07:45:00,573.8,59.99,Ok,273.0
2026-01-22 07:50:00,670.6,59.98,Ok,328.9
2026-01-22 07:55:00,580.3,60.01,Ok,377.2
2026-01-22 08:00:00,675.3,59.98,Ok,433.5
2026-01-22 08:05:00,761.1,60.0,Ok,496.9
2026-01-22 08:10:00,757.2,59.98,Ok,560.0
2026-01-22 08:15:00,861.1,60.01,Ok,631.8
2026-01-22 08:20:00,868.4,60.03,Ok,704.2
2026-01-22 08:25:00,872.7,59.98,Ok,776.9
2026-01-22 08:30:00,939.5,60.0,Ok,855.2
2026-01-22 08:35:00,1038.4,60.0,Ok,941.7
2026-01-22 08:40:00,1099.3,59.98,Ok,1033.3
2026-01-22 08:45:00,1218.3,60.0,Ok,1134.8
2026-01-22 08:50:00,1260.6,60.01,Ok,1239.9
2026-01-22 08:55:00,1281.6,60.01,Ok,1346.7
2026-01-22 09:00:00,1343.0,60.01,Ok,1458.6
2026-01-22 09:05:00,1467.0,60.0,Ok,1580.8
2026-01-22 09:10:00,1489.9,60.0,Ok,1705.0
2026-01-22 09:15:00,1611.7,59.99,Ok,1839.3
2026-01-22 09:20:00,1710.5,60.0,Ok,1981.9
2026-01-22 09:25:00,1518.9,60.0,Ok,2108.4
2026-01-22 09:30:00,1645.6,60.01,Ok,2245.6
2026-01-22 09:35:00,1714.3,59.99,Ok,2388.4
2026-01-22 09:40:00,1667.5,59.99,Ok,2527.4
2026-01-22 09:45:00,1679.6,59.98,Ok,2667.4
2026-01-22 09:50:00,2056.9,60.01,Ok,2838.8
2026-01-22 09:55:00,2095.8,59.99,Ok,3013.4
2026-01-22 10:00:00,2117.8,60.0,Ok,3189.9
2026-01-22 10:05:00,2066.5,60.02,Ok,3362.1
2026-01-22 10:10:00,2363.5,60.0,Ok,3559.1
2026-01-22 10:15:00,2337.6,60.0,Ok,3753.9
2026-01-22 10:20:00,2158.7,60.0,Ok,3933.8
2026-01-22 10:25:00,2388.9,59.98,Ok,4132.8
2026-01-22 10:30:00,2505.8,60.03,Ok,4341.6
2026-01-22 10:35:00,2692.3,59.99,Ok,4566.0
2026-01-22 10:40:00,2751.4,60.02,Ok,4795.3
2026-01-22 10:45:00,2866.1,60.0,Ok,5034.1
2026-01-22 10:50:00,2711.9,60.01,Ok,5260.1
2026-01-22 10:55:00,2920.3,60.01,Ok,5503.5
2026-01-22 11:00:00,3016.3,60.02,Ok,5754.8
2026-01-22 11:05:00,2901.1,60.02,Ok,5996.6
2026-01-22 11:10:00,3066.0,60.03,Ok,6252.1
2026-01-22 11:15:00,2982.3,60.03,Ok,6500.6
2026-01-22 11:20:00,3170.0,59.99,Ok,6764.8
2026-01-22 11:25:00,3109.3,60.0,Ok,7023.9
2026-01-22 11:30:00,3299.4,60.01,Ok,7298.8
2026-01-22 11:35:00,3178.6,60.0,Ok,7563.7
2026-01-22 11:40:00,3665.5,60.03,Ok,7869.2
2026-01-22 11:45:00,3419.0,60.0,Ok,8154.1
2026-01-22 11:50:00,3398.0,60.01,Ok,8437.3
2026-01-22 11:55:00,3231.8,60.0,Ok,8706.6
2026-01-22 12:00:00,3144.5,60.01,Ok,8968.6
2026-01-22 12:05:00,3563.4,59.99,Ok,9265.6
2026-01-22 12:10:00,3742.0,59.98,Ok,9577.4
2026-01-22 12:15:00,3227.6,60.0,Ok,9846.4
2026-01-22 12:20:00,3675.1,60.03,Ok,10152.6
2026-01-22 12:25:00,3417.8,60.02,Ok,10437.4
2026-01-22 12:30:00,3493.3,60.0,Ok,10728.6
2026-01-22 12:35:00,3652.6,60.01,Ok,11032.9
2026-01-22 12:40:00,3217.0,60.02,Ok,11301.0
2026-01-22 12:45:00,3722.9,59.99,Ok,11611.3
2026-01-22 12:50:00,3537.7,60.01,Ok,11906.1
2026-01-22 12:55:00,3496.7,59.99,Ok,12197.5
2026-01-22 13:00:00,3315.5,60.0,Ok,12473.8
2026-01-22 13:05:00,3605.7,60.01,Ok,12774.2
2026-01-22 13:10:00,3315.1,60.01,Ok,13050.5
2026-01-22 13:15:00,2869.4,60.02,Ok,13289.6
2026-01-22 13:20:00,3022.9,59.99,Ok,13541.5
2026-01-22 13:25:00,3089.3,59.98,Ok,13799.0
2026-01-22 13:30:00,3418.4,59.99,Ok,14083.8
2026-01-22 13:35:00,3241.5,60.0,Ok,14354.0
2026-01-22 13:40:00,3213.8,60.0,Ok,14621.8
2026-01-22 13:45:00,2890.6,60.01,Ok,14862.6
2026-01-22 13:50:00,2961.0,59.98,Ok,15109.4
2026-01-22 13:55:00,2917.0,60.02,Ok,15352.5
2026-01-22 14:00:00,3047.7,59.99,Ok,15606.5
2026-01-22 14:05:00,2814.0,60.0,Ok,15841.0
2026-01-22 14:10:00,3093.6,60.01,Ok,16098.8
2026-01-22 14:15:00,2798.4,60.02,Ok,16332.0
2026-01-22 14:20:00,2706.7,60.0,Ok,16557.5
2026-01-22 14:25:00,2583.1,60.0,Ok,16772.8
2026-01-22 14:30:00,2536.8,60.01,Ok,16984.2
2026-01-22 14:35:00,2479.7,60.01,Ok,17190.8
2026-01-22 14:40:00,2394.5,60.0,Ok,17390.4
2026-01-22 14:45:00,2101.2,60.01,Ok,17565.5
2026-01-22 14:50:00,2303.4,60.01,Ok,17757.4
2026-01-22 14:55:00,1875.9,60.03,Ok,17913.7
2026-01-22 15:00:00,2108.0,60.02,Ok,18089.4
2026-01-22 15:05:00,1945.4,60.01,Ok,18251.5
2026-01-22 15:10:00,1877.2,59.99,Ok,18408.0
2026-01-22 15:15:00,2094.2,60.0,Ok,18582.5
2026-01-22 15:20:00,1861.4,60.01,Ok,18737.6
2026-01-22 15:25:00,1816.1,60.0,Ok,18888.9
2026-01-22 15:30:00,1734.7,60.04,Ok,19033.5
2026-01-22 15:35:00,1631.2,60.0,Ok,19169.4
2026-01-22 15:40:00,1651.6,60.02,Ok,19307.0
2026-01-22 15:45:00,1592.7,60.01,Ok,19439.8
2026-01-22 15:50:00,1356.7,60.02,Ok,19552.8
2026-01-22 15:55:00,1296.7,60.0,Ok,19660.9
2026-01-22 16:00:00,1264.0,60.0,Ok,19766.2
2026-01-22 16:05:00,1273.6,60.0,Ok,19872.4
2026-01-22 16:10:00,1219.1,60.02,Ok,19974.0
2026-01-22 16:15:00,1162.1,60.0,Ok,20070.8
2026-01-22 16:20:00,1132.3,60.02,Ok,20165.1
2026-01-22 16:25:00,962.9,60.01,Ok,20245.4
2026-01-22 16:30:00,1007.2,60.0,Ok,20329.3
2026-01-22 16:35:00,985.5,60.0,Ok,20411.4
2026-01-22 16:40:00,878.2,60.0,Ok,20484.6
2026-01-22 16:45:00,825.8,59.98,Ok,20553.4
2026-01-22 16:50:00,723.1,60.02,Ok,20613.7
2026-01-22 16:55:00,703.9,59.99,Ok,20672.4
2026-01-22 17:00:00,618.1,59.99,Ok,20723.9
2026-01-22 17:05:00,608.8,60.02,Ok,20774.6
2026-01-22 17:10:00,643.9,59.99,Ok,20828.3
2026-01-22 17:15:00,640.5,60.01,Ok,20881.6
2026-01-22 17:20:00,531.3,59.96,Ok,20925.9
2026-01-22 17:25:00,564.0,59.98,Ok,20972.9
2026-01-22 17:30:00,434.7,60.02,Ok,21009.1
2026-01-22 17:35:00,496.9,60.02,Ok,21050.6
2026-01-22 17:40:00,425.3,60.01,Ok,21086.0
2026-01-22 17:45:00,402.3,60.01,Ok,21119.5
2026-01-22 17:50:00,0.0,60.0,Off,21119.5
2026-01-22 17:55:00,0.0,60.0,Off,21119.5
2026-01-22 18:00:00,0.0,60.0,Off,21119.5
2026-01-22 18:05:00,0.0,59.99,Off,21119.5
2026-01-22 18:10:00,0.0,60.0,Off,21119.5
2026-01-22 18:15:00,0.0,59.97,Off,21119.5
2026-01-22 18:20:00,0.0,60.0,Off,21119.5
2026-01-22 18:25:00,0.0,59.99,Off,21119.5
2026-01-22 18:30:00,0.0,59.98,Off,21119.5
2026-01-22 18:35:00,0.0,60.0,Off,21119.5
2026-01-22 18:40:00,0.0,60.02,Off,21119.5
2026-01-22 18:45:00,0.0,60.01,Off,21119.5
2026-01-22 18:50:00,0.0,59.98,Off,21119.5
2026-01-22 18:55:00,0.0,59.99,Off,21119.5
2026-01-22 19:00:00,0.0,60.01,Off,21119.5
2026-01-22 19:05:00,0.0,59.99,Off,21119.5
2026-01-22 19:10:00,0.0,60.0,Off,21119.5
2026-01-22 19:15:00,0.0,60.01,Off,21119.5
2026-01-22 19:20:00,0.0,59.99,Off,21119.5
2026-01-22 19:25:00,0.0,60.0,Off,21119.5
2026-01-22 19:30:00,0.0,59.98,Off,21119.5
2026-01-22 19:35:00,0.0,59.99,Off,21119.5
2026-01-22 19:40:00,0.0,60.0,Off,21119.5
2026-01-22 19:45:00,0.0,59.98,Off,21119.5
2026-01-22 19:50:00,0.0,60.01,Off,21119.5
2026-01-22 19:55:00,0.0,60.0,Off,21119.5
2026-01-22 20:00:00,0.0,60.01,Off,21119.5
2026-01-22 20:05:00,0.0,60.0,Off,21119.5
2026-01-22 20:10:00,0.0,60.02,Off,21119.5
2026-01-22 20:15:00,0.0,60.0,Off,21119.5
2026-01-22 20:20:00,0.0,59.99,Off,21119.5
2026-01-22 20:25:00,0.0,60.0,Off,21119.5
2026-01-22 20:30:00,0.0,60.01,Off,21119.5
2026-01-22 20:35:00,0.0,60.0,Off,21119.5
2026-01-22 20:40:00,0.0,60.0,Off,21119.5
2026-01-22 20:45:00,0.0,59.99,Off,21119.5
2026-01-22 20:50:00,0.0,59.99,Off,21119.5
2026-01-22 20:55:00,0.0,59.98,Off,21119.5
2026-01-22 21:00:00,0.0,60.03,Off,21119.5
2026-01-22 21:05:00,0.0,59.98,Off,21119.5
2026-01-22 21:10:00,0.0,59.99,Off,21119.5
2026-01-22 21:15:00,0.0,59.99,Off,21119.5
2026-01-22 21:20:00,0.0,60.01,Off,21119.5
2026-01-22 21:25:00,0.0,60.0,Off,21119.5
2026-01-22 21:30:00,0.0,60.02,Off,21119.5
2026-01-22 21:35:00,0.0,59.99,Off,21119.5
2026-01-22 21:40:00,0.0,60.0,Off,21119.5
2026-01-22 21:45:00,0.0,59.99,Off,21119.5
2026-01-22 21:50:00,0.0,60.03,Off,21119.5
2026-01-22 21:55:00,0.0,59.98,Off,21119.5
2026-01-22 22:00:00,0.0,60.0,Off,21119.5
2026-01-22 22:05:00,0.0,60.01,Off,21119.5
2026-01-22 22:10:00,0.0,60.01,Off,21119.5
2026-01-22 22:15:00,0.0,60.0,Off,21119.5
2026-01-22 22:20:00,0.0,60.0,Off,21119.5
2026-01-22 22:25:00,0.0,60.0,Off,21119.5
2026-01-22 22:30:00,0.0,60.0,Off,21119.5
2026-01-22 22:35:00,0.0,60.01,Off,21119.5
2026-01-22 22:40:00,0.0,60.03,Off,21119.5
2026-01-22 22:45:00,0.0,59.99,Off,21119.5
2026-01-22 22:50:00,0.0,59.98,Off,21119.5
2026-01-22 22:55:00,0.0,60.0,Off,21119.5
2026-01-22 23:00:00,0.0,60.04,Off,21119.5
2026-01-22 23:05:00,0.0,59.99,Off,21119.5
2026-01-22 23:10:00,0.0,60.02,Off,21119.5
2026-01-22 23:15:00,0.0,60.03,Off,21119.5
2026-01-22 23:20:00,0.0,59.99,Off,21119.5
2026-01-22 23:25:00,0.0,60.01,Off,21119.5
2026-01-22 23:30:00,0.0,60.02,Off,21119.5
2026-01-22 23:35:00,0.0,59.99,Off,21119.5
2026-01-22 23:40:00,0.0,60.0,Off,21119.5
2026-01-22 23:45:00,0.0,59.99,Off,21119.5
2026-01-22 23:50:00,0.0,59.98,Off,21119.5
2026-01-22 23:55:00,0.0,59.99,Off,21119.5
2026-01-23 00:00:00,0.0,59.98,Off,0.0
2026-01-23 00:05:00,0.0,60.0,Off,0.0
2026-01-23 00:10:00,0.0,59.99,Off,0.0
2026-01-23 00:15:00,0.0,60.0,Off,0.0
2026-01-23 00:20:00,0.0,59.98,Off,0.0
2026-01-23 00:25:00,0.0,60.0,Off,0.0
2026-01-23 00:30:00,0.0,60.01,Off,0.0
2026-01-23 00:35:00,0.0,59.97,Off,0.0
2026-01-23 00:40:00,0.0,60.01,Off,0.0
2026-01-23 00:45:00,0.0,60.02,Off,0.0
2026-01-23 00:50:00,0.0,59.98,Off,0.0
2026-01-23 00:55:00,0.0,60.03,Off,0.0
2026-01-23 01:00:00,0.0,60.01,Off,0.0
2026-01-23 01:05:00,0.0,59.99,Off,0.0
2026-01-23 01:10:00,0.0,60.0,Off,0.0
2026-01-23 01:15:00,0.0,60.01,Off,0.0
2026-01-23 01:20:00,0.0,60.0,Off,0.0
2026-01-23 01:25:00,0.0,60.01,Off,0.0
2026-01-23 01:30:00,0.0,59.99,Off,0.0
2026-01-23 01:35:00,0.0,60.0,Off,0.0
2026-01-23 01:40:00,0.0,59.98,Off,0.0
2026-01-23 01:45:00,0.0,60.0,Off,0.0
2026-01-23 01:50:00,0.0,59.99,Off,0.0
2026-01-23 01:55:00,0.0,59.99,Off,0.0
2026-01-23 02:00:00,0.0,60.02,Off,0.0
2026-01-23 02:05:00,0.0,60.02,Off,0.0
2026-01-23 02:10:00,0.0,60.01,Off,0.0
2026-01-23 02:15:00,0.0,59.98,Off,0.0
2026-01-23 02:20:00,0.0,60.0,Off,0.0
2026-01-23 02:25:00,0.0,60.02,Off,0.0
2026-01-23 02:30:00,0.0,60.0,Off,0.0
2026-01-23 02:35:00,0.0,60.03,Off,0.0
2026-01-23 02:40:00,0.0,60.01,Off,0.0
2026-01-23 02:45:00,0.0,60.0,Off,0.0
2026-01-23 02:50:00,0.0,60.0,Off,0.0
2026-01-23 02:55:00,0.0,60.0,Off,0.0
2026-01-23 03:00:00,0.0,60.0,Off,0.0
2026-01-23 03:05:00,0.0,60.01,Off,0.0
2026-01-23 03:10:00,0.0,60.01,Off,0.0
2026-01-23 03:15:00,0.0,59.99,Off,0.0
2026-01-23 03:20:00,0.0,59.98,Off,0.0
2026-01-23 03:25:00,0.0,59.97,Off,0.0
2026-01-23 03:30:00,0.0,60.01,Off,0.0
2026-01-23 03:35:00,0.0,59.98,Off,0.0
2026-01-23 03:40:00,0.0,59.97,Off,0.0
2026-01-23 03:45:00,0.0,60.01,Off,0.0
2026-01-23 03:50:00,0.0,60.04,Off,0.0
2026-01-23 03:55:00,0.0,60.0,Off,0.0
2026-01-23 04:00:00,0.0,60.01,Off,0.0
2026-01-23 04:05:00,0.0,60.0,Off,0.0
2026-01-23 04:10:00,0.0,60.0,Off,0.0
2026-01-23 04:15:00,0.0,60.01,Off,0.0
2026-01-23 04:20:00,0.0,60.0,Off,0.0
2026-01-23 04:25:00,0.0,60.0,Off,0.0
2026-01-23 04:30:00,0.0,60.0,Off,0.0
2026-01-23 04:35:00,0.0,59.99,Off,0.0
2026-01-23 04:40:00,0.0,60.01,Off,0.0
2026-01-23 04:45:00,0.0,60.0,Off,0.0
2026-01-23 04:50:00,0.0,59.99,Off,0.0
2026-01-23 04:55:00,0.0,60.01,Off,0.0
2026-01-23 05:00:00,0.0,59.99,Off,0.0
2026-01-23 05:05:00,0.0,60.0,Off,0.0
2026-01-23 05:10:00,0.0,60.0,Off,0.0
2026-01-23 05:15:00,0.0,60.02,Off,0.0
2026-01-23 05:20:00,0.0,60.01,Off,0.0
2026-01-23 05:25:00,0.0,60.0,Off,0.0
2026-01-23 05:30:00,0.0,60.01,Off,0.0
2026-01-23 05:35:00,0.0,60.02,Off,0.0
2026-01-23 05:40:00,0.0,60.01,Off,0.0
2026-01-23 05:45:00,0.0,60.0,Off,0.0
2026-01-23 05:50:00,0.0,59.98,Off,0.0
2026-01-23 05:55:00,0.0,59.98,Off,0.0
2026-01-23 06:00:00,0.0,60.0,Off,0.0
2026-01-23 06:05:00,0.0,59.99,Off,0.0
2026-01-23 06:10:00,0.0,60.0,Off,0.0
2026-01-23 06:15:00,0.0,60.0,Off,0.0
2026-01-23 06:20:00,0.0,60.01,Off,0.0
2026-01-23 06:25:00,0.0,60.0,Off,0.0
2026-01-23 06:30:00,0.0,60.01,Off,0.0
2026-01-23 06:35:00,0.0,60.0,Off,0.0
2026-01-23 06:40:00,0.0,59.97,Off,0.0
2026-01-23 06:45:00,0.0,59.99,Off,0.0
2026-01-23 06:50:00,0.0,60.0,Off,0.0
2026-01-23 06:55:00,0.0,59.98,Off,0.0
2026-01-23 07:00:00,0.0,60.01,Off,0.0
2026-01-23 07:05:00,0.0,60.02,Off,0.0
2026-01-23 07:10:00,0.0,60.02,Off,0.0
